,edad,ocupación,est_civil,nivel_educativo,contrato_meses,Cred_hipotecario,Cred_personal,Medio_contacto,Dia,Mes,duracion_seg,cont_campaña_actual,campañas_previas,aceptacion_TC
1187,27,empresario,casado,bachillerato,25,si,no,celular,7,mayo,265,3,0,no
1188,38,informal,casado,primaria,38,no,no,chat,9,junio,172,1,0,no
1189,34,empresario,soltero,bachillerato,28,no,no,celular,22,julio,257,2,0,no
1190,54,pensionado,divorciado,universitario,63,no,no,chat,13,mayo,618,1,0,si
1191,30,informal,casado,bachillerato,21,si,no,celular,28,enero,241,3,0,no
1192,35,emprendedor,soltero,bachillerato,20,no,si,celular,21,julio,936,4,0,no
1193,33,informal,soltero,bachillerato,60,si,no,celular,7,abril,329,1,1,no
1194,36,administrador,casado,bachillerato,4,si,no,celular,14,mayo,24,1,1,no
1195,59,independiente,casado,universitario,63,no,no,celular,22,junio,177,5,1,no
1196,72,informal,casado,primaria,48,no,no,telefono,13,octubre,120,1,0,no
1197,64,administrador,casado,universitario,13,no,no,telefono,22,abril,135,3,0,no
1198,53,empresario,divorciado,bachillerato,36,no,no,celular,9,julio,175,1,0,no
1199,35,administrador,soltero,universitario,47,si,no,celular,25,mayo,179,1,0,no
1200,58,independiente,casado,bachillerato,69,si,no,chat,30,mayo,58,1,0,no
1201,40,empresario,casado,bachillerato,57,no,no,celular,17,abril,342,2,0,no
1202,41,profesor,divorciado,bachillerato,33,si,no,celular,13,mayo,139,2,0,no
1203,48,pensionado,casado,primaria,34,si,no,chat,18,junio,88,8,0,no
1204,44,emprendedor,casado,universitario,40,si,si,celular,28,agosto,210,3,0,no
1205,39,informal,casado,técnico,19,no,no,celular,2,febrero,731,1,3,no
1206,61,administrador,casado,universitario,13,no,no,celular,2,febrero,670,3,0,si
1207,36,emprendedor,casado,primaria,2,si,no,chat,12,mayo,63,5,0,no
1208,28,administrador,casado,universitario,60,no,si,celular,8,julio,70,2,0,no
1209,58,pensionado,soltero,bachillerato,37,no,si,celular,4,febrero,72,6,4,no
1210,60,independiente,divorciado,bachillerato,61,si,no,celular,15,mayo,241,1,1,no
1211,66,independiente,soltero,bachillerato,37,no,no,celular,5,mayo,272,4,0,no
1212,36,administrador,soltero,universitario,20,no,no,celular,28,agosto,207,8,1,si
1213,49,independiente,casado,bachillerato,26,si,no,celular,15,mayo,64,6,0,no
1214,40,profesor,casado,bachillerato,21,no,no,chat,12,junio,543,2,0,no
1215,23,empresario,soltero,bachillerato,16,no,no,celular,30,abril,166,1,0,no
1216,29,administrador,soltero,universitario,52,no,no,celular,26,mayo,245,3,7,no
1217,44,informal,casado,primaria,33,si,si,chat,9,mayo,94,1,0,no
1218,54,desconocido,casado,técnico,33,no,no,chat,20,junio,34,8,0,no
1219,47,informal,casado,primaria,1,no,no,telefono,30,julio,203,2,0,no
1220,33,independiente,casado,universitario,62,no,no,celular,24,julio,318,1,0,no
1221,30,independiente,casado,bachillerato,52,si,no,celular,13,abril,158,4,0,no
1222,27,independiente,soltero,bachillerato,48,no,si,celular,21,julio,177,1,0,no
1223,49,administrador,divorciado,universitario,61,si,si,chat,17,noviembre,56,1,2,no
1224,27,profesor,soltero,bachillerato,30,si,no,chat,4,junio,172,2,0,no
1225,51,informal,casado,bachillerato,49,si,no,celular,7,mayo,136,1,1,no
1226,32,independiente,divorciado,bachillerato,51,si,si,celular,18,mayo,82,3,2,no
1227,30,informal,soltero,bachillerato,9,si,no,chat,16,mayo,123,1,0,no
1228,33,independiente,casado,bachillerato,40,si,no,celular,20,noviembre,110,1,0,no
1229,27,informal,soltero,primaria,46,si,no,chat,30,mayo,385,5,0,no
1230,75,pensionado,divorciado,bachillerato,60,no,no,celular,18,diciembre,415,7,0,si
1231,37,profesor,divorciado,bachillerato,14,si,no,celular,2,febrero,73,1,0,no
1232,36,empresario,soltero,bachillerato,47,si,no,chat,16,junio,243,2,0,no
1233,37,informal,casado,bachillerato,33,si,no,chat,9,mayo,137,2,0,no
1234,35,administrador,casado,universitario,36,si,no,chat,23,mayo,55,4,0,no
1235,32,profesor,casado,bachillerato,30,si,si,celular,20,abril,18,5,0,no
1236,32,independiente,soltero,bachillerato,7,no,si,celular,16,julio,255,2,0,no
1237,35,independiente,casado,primaria,60,si,no,celular,11,mayo,95,1,0,no
1238,31,informal,casado,primaria,6,si,si,celular,10,julio,112,1,0,no
1239,28,informal,soltero,bachillerato,68,si,si,celular,5,mayo,205,2,0,no
1240,27,profesor,casado,bachillerato,66,si,no,celular,18,mayo,97,1,1,no
1241,22,estudiante,soltero,técnico,1,no,no,celular,2,septiembre,154,1,0,no
1242,35,informal,casado,primaria,52,si,no,celular,13,mayo,135,2,2,no
1243,69,pensionado,casado,primaria,3,no,no,celular,14,agosto,230,1,0,no
1244,37,emprendedor,soltero,universitario,67,si,si,celular,17,noviembre,349,1,0,no
1245,45,independiente,soltero,bachillerato,9,si,no,celular,8,mayo,38,1,0,no
1246,47,administrador,casado,universitario,38,si,no,celular,22,julio,268,1,0,no
1247,52,administrador,casado,universitario,18,si,no,celular,11,mayo,94,4,0,no
1248,33,profesor,casado,bachillerato,62,si,no,celular,28,julio,263,2,0,no
1249,60,informal,casado,primaria,11,no,no,celular,18,agosto,671,4,0,si
1250,33,administrador,divorciado,bachillerato,13,si,si,chat,2,junio,197,1,0,no
1251,44,independiente,casado,bachillerato,50,si,no,celular,28,enero,180,2,0,no
1252,38,emprendedor,casado,bachillerato,34,no,no,celular,20,noviembre,452,2,0,no
1253,54,emprendedor,casado,bachillerato,48,si,no,chat,15,mayo,352,1,0,no
1254,32,desempleado,divorciado,primaria,1,no,no,celular,15,julio,175,4,0,no
1255,33,empresario,casado,bachillerato,4,si,si,celular,19,noviembre,163,2,0,no
1256,55,profesor,divorciado,bachillerato,59,si,no,chat,29,mayo,200,2,0,no
1257,51,informal,casado,primaria,60,no,si,chat,16,junio,75,7,0,no
1258,48,informal,casado,bachillerato,36,si,no,celular,16,abril,227,1,0,no
1259,37,profesor,soltero,bachillerato,52,si,no,celular,3,febrero,586,3,0,no
1260,33,profesor,soltero,bachillerato,14,no,si,celular,10,julio,119,5,0,no
1261,30,informal,casado,primaria,11,si,si,telefono,22,julio,80,2,0,no
1262,43,informal,casado,primaria,69,si,si,celular,12,mayo,112,2,3,no
1263,49,empresario,casado,bachillerato,7,si,no,chat,19,mayo,130,2,0,no
1264,54,desempleado,casado,primaria,54,si,no,celular,3,febrero,237,3,0,no
1265,31,desempleado,casado,universitario,72,no,no,celular,26,agosto,377,8,0,no
1266,54,desconocido,casado,técnico,57,no,no,celular,7,octubre,335,1,0,si
1267,36,desempleado,casado,bachillerato,69,si,no,celular,29,julio,121,3,0,no
1268,30,independiente,casado,bachillerato,40,no,no,celular,15,julio,127,5,0,no
1269,27,empresario,soltero,bachillerato,66,no,no,chat,1,julio,650,2,0,si
1270,30,independiente,casado,bachillerato,47,si,no,chat,16,mayo,107,1,0,no
1271,30,informal,casado,bachillerato,20,si,no,chat,20,mayo,610,2,0,no
1272,35,empresario,divorciado,bachillerato,27,no,no,celular,25,agosto,124,4,0,no
1273,33,profesor,divorciado,bachillerato,24,si,no,chat,8,mayo,216,1,0,no
1274,43,informal,divorciado,primaria,60,si,si,celular,31,julio,747,4,0,no
1275,41,informal,casado,bachillerato,22,si,no,celular,11,mayo,313,1,3,no
1276,41,administrador,divorciado,universitario,72,no,no,celular,23,abril,252,9,5,si
1277,46,independiente,divorciado,bachillerato,21,no,no,celular,13,febrero,121,1,0,si
1278,54,informal,casado,bachillerato,1,si,no,chat,7,mayo,799,1,0,no
1279,32,administrador,casado,universitario,36,si,no,celular,23,junio,883,1,4,no
1280,30,empresario,soltero,universitario,58,si,no,chat,16,mayo,197,1,0,no
1281,40,emprendedor,casado,primaria,41,si,no,celular,11,julio,271,2,0,no
1282,30,informal,casado,primaria,48,no,no,chat,12,mayo,221,2,0,no
1283,27,independiente,casado,bachillerato,72,no,si,celular,14,julio,243,3,0,no
1284,41,informal,casado,primaria,42,si,no,chat,15,mayo,72,1,0,no
1285,54,profesor,casado,bachillerato,1,si,no,celular,2,agosto,155,2,0,no
1286,32,administrador,soltero,universitario,16,si,no,telefono,28,enero,70,2,0,no
1287,31,administrador,casado,universitario,7,si,no,celular,11,febrero,280,4,0,si
1288,42,informal,casado,bachillerato,7,si,no,chat,26,mayo,115,2,0,no
1289,48,independiente,casado,primaria,33,no,no,chat,20,junio,29,2,0,no
1290,34,informal,casado,primaria,57,si,no,celular,14,mayo,406,2,0,no
1291,55,empresario,divorciado,bachillerato,41,si,si,celular,25,agosto,113,3,0,no
1292,49,empresario,casado,bachillerato,2,no,no,telefono,30,julio,47,2,0,no
1293,46,administrador,divorciado,universitario,8,no,no,chat,5,junio,36,2,0,no
1294,47,emprendedor,casado,técnico,63,si,no,chat,6,mayo,135,2,0,no
1295,24,administrador,soltero,universitario,71,no,no,celular,3,julio,67,2,0,no
1296,58,emprendedor,casado,bachillerato,38,no,no,chat,16,junio,684,1,0,no
1297,32,administrador,soltero,universitario,33,no,no,celular,21,agosto,686,5,0,si
1298,25,estudiante,soltero,bachillerato,22,si,no,celular,2,marzo,170,3,0,no
1299,49,informal,casado,bachillerato,3,no,no,chat,17,junio,150,3,0,no
1300,59,pensionado,divorciado,bachillerato,54,no,no,celular,14,mayo,1060,2,0,si
1301,30,administrador,soltero,universitario,27,si,no,chat,6,junio,122,16,0,no
1302,46,informal,casado,bachillerato,44,si,no,chat,26,mayo,724,1,0,no
1303,42,administrador,casado,técnico,59,no,no,celular,19,octubre,230,1,1,si
1304,37,emprendedor,casado,universitario,67,no,no,chat,20,junio,187,2,0,no
1305,44,informal,casado,primaria,59,si,si,chat,19,mayo,179,4,0,no
1306,49,profesor,casado,bachillerato,7,no,si,celular,4,agosto,357,3,0,no
1307,41,informal,casado,bachillerato,32,no,no,chat,5,junio,82,1,0,no
1308,48,empresario,casado,universitario,31,no,no,telefono,26,agosto,176,15,0,no
1309,31,administrador,casado,bachillerato,25,si,no,celular,7,abril,424,1,1,no
1310,37,estudiante,casado,técnico,57,no,no,chat,18,junio,115,1,0,no
1311,51,profesor,casado,bachillerato,6,si,no,celular,3,febrero,177,2,3,no
1312,80,pensionado,casado,bachillerato,37,no,no,telefono,9,junio,712,1,12,si
1313,32,administrador,soltero,universitario,41,si,no,chat,6,mayo,118,1,0,no
1314,48,profesor,casado,primaria,68,si,no,chat,2,junio,25,7,0,no
1315,49,informal,casado,universitario,50,no,no,chat,12,junio,753,1,0,no
1316,30,administrador,casado,universitario,16,si,no,celular,17,julio,124,1,0,no
1317,27,independiente,soltero,bachillerato,67,si,no,celular,30,enero,208,2,0,no
1318,34,empresario,casado,bachillerato,8,no,no,celular,13,agosto,136,4,0,no
1319,49,administrador,casado,bachillerato,45,si,no,celular,19,noviembre,1081,2,0,si
1320,48,administrador,casado,universitario,19,no,no,telefono,7,mayo,376,2,7,no
1321,40,profesor,casado,bachillerato,43,no,no,celular,4,junio,78,1,0,no
1322,38,informal,casado,bachillerato,58,si,no,celular,18,noviembre,354,1,0,no
1323,46,informal,casado,primaria,52,si,no,celular,6,mayo,29,1,2,no
1324,41,emprendedor,casado,universitario,59,si,no,celular,19,noviembre,209,1,4,no
1325,28,administrador,soltero,universitario,5,si,no,celular,14,mayo,433,1,0,no
1326,51,profesor,casado,técnico,8,si,no,chat,29,mayo,147,2,0,no
1327,33,informal,divorciado,primaria,36,si,no,telefono,11,mayo,41,2,5,no
1328,26,administrador,soltero,universitario,33,no,no,chat,26,mayo,111,1,0,no
1329,34,independiente,soltero,bachillerato,53,no,no,celular,14,abril,108,2,0,no
1330,27,informal,casado,bachillerato,61,si,no,celular,7,mayo,411,2,0,no
1331,42,independiente,casado,bachillerato,69,no,no,celular,10,julio,108,2,0,no
1332,45,independiente,casado,bachillerato,1,si,no,celular,3,junio,224,2,0,si
1333,31,empresario,soltero,bachillerato,18,si,no,chat,12,mayo,1083,2,0,no
1334,32,administrador,soltero,universitario,3,no,no,chat,12,mayo,757,2,0,si
1335,39,informal,casado,primaria,17,no,no,chat,17,junio,57,1,0,no
1336,26,informal,soltero,bachillerato,47,si,si,celular,30,julio,95,5,0,no
1337,40,administrador,soltero,universitario,14,no,no,celular,15,marzo,144,2,1,no
1338,52,profesor,casado,bachillerato,40,no,no,celular,16,julio,135,1,0,no
1339,40,empresario,soltero,universitario,2,no,no,celular,15,enero,176,2,0,no
1340,48,empresario,casado,bachillerato,11,no,si,celular,7,agosto,524,5,0,no
1341,31,profesor,casado,bachillerato,65,si,no,chat,13,mayo,65,1,0,no
1342,27,independiente,casado,bachillerato,68,si,si,celular,6,mayo,653,1,2,si
1343,47,empresario,casado,bachillerato,64,si,no,chat,11,septiembre,91,1,2,si
1344,28,administrador,soltero,bachillerato,40,no,no,celular,10,marzo,93,1,0,si
1345,40,administrador,divorciado,universitario,11,si,no,celular,6,mayo,503,2,2,no
1346,34,independiente,casado,bachillerato,29,si,no,celular,13,abril,186,1,2,no
1347,29,independiente,casado,universitario,49,si,no,chat,23,mayo,121,2,0,no
1348,36,administrador,casado,universitario,16,no,si,celular,19,agosto,452,2,0,no
1349,83,pensionado,casado,primaria,14,no,no,telefono,22,junio,883,1,1,si
1350,55,profesor,divorciado,primaria,23,si,no,chat,15,mayo,104,2,0,no
1351,43,administrador,divorciado,universitario,17,no,no,celular,29,enero,24,3,0,no
1352,23,estudiante,soltero,bachillerato,63,no,no,telefono,19,junio,79,9,0,no
1353,44,empresario,casado,universitario,68,no,no,celular,4,julio,178,2,0,no
1354,58,informal,casado,primaria,8,si,no,celular,15,mayo,74,2,0,no
1355,29,independiente,soltero,bachillerato,8,no,no,celular,10,marzo,217,1,7,no
1356,30,administrador,soltero,universitario,63,no,si,celular,2,febrero,475,1,0,no
1357,29,independiente,soltero,bachillerato,10,si,no,celular,7,mayo,127,1,0,no
1358,41,empresario,casado,bachillerato,9,no,no,celular,11,marzo,101,1,0,no
1359,35,amadiciembreasa,casado,primaria,41,si,no,celular,14,julio,340,3,0,no
1360,31,empresario,soltero,bachillerato,27,si,no,celular,23,julio,158,4,0,no
1361,27,independiente,soltero,universitario,54,no,no,celular,29,enero,242,1,0,no
1362,47,profesor,casado,bachillerato,53,si,no,chat,16,mayo,323,1,0,no
1363,53,independiente,casado,universitario,47,si,si,chat,16,junio,18,30,0,no
1364,34,administrador,casado,universitario,50,si,no,celular,14,julio,68,3,0,no
1365,34,informal,casado,primaria,42,si,si,celular,9,julio,134,4,0,no
1366,36,administrador,casado,universitario,4,si,no,celular,14,mayo,113,3,0,no
1367,40,empresario,casado,bachillerato,72,si,no,celular,18,agosto,43,4,0,no
1368,37,independiente,soltero,universitario,6,no,no,chat,17,junio,200,2,0,no
1369,65,pensionado,divorciado,técnico,33,no,no,celular,2,agosto,245,2,0,no
1370,53,empresario,divorciado,bachillerato,13,si,no,chat,16,mayo,343,4,0,no
1371,28,empresario,soltero,bachillerato,64,no,no,celular,3,marzo,229,1,0,no
1372,33,empresario,divorciado,universitario,21,si,no,chat,23,mayo,530,1,0,no
1373,56,informal,casado,primaria,10,no,no,celular,13,agosto,58,5,0,no
1374,45,independiente,casado,bachillerato,35,no,no,celular,30,abril,78,2,1,no
1375,39,empresario,casado,bachillerato,21,no,no,chat,5,junio,147,1,0,no
1376,28,administrador,soltero,universitario,64,si,no,celular,25,julio,40,1,0,no
1377,36,informal,casado,primaria,21,si,no,celular,18,noviembre,618,2,0,no
1378,41,informal,casado,primaria,55,si,no,celular,20,abril,23,4,0,no
1379,46,independiente,casado,bachillerato,71,no,no,celular,20,agosto,293,1,4,si
1380,41,informal,casado,bachillerato,56,si,no,celular,13,mayo,16,6,5,no
1381,59,profesor,casado,bachillerato,44,no,no,celular,23,julio,286,2,0,no
1382,24,independiente,casado,bachillerato,23,si,no,celular,6,mayo,209,1,1,no
1383,34,administrador,casado,universitario,1,si,no,chat,21,mayo,935,1,0,no
1384,40,informal,casado,primaria,1,si,no,chat,27,mayo,260,1,0,no
1385,42,independiente,casado,bachillerato,15,si,no,chat,16,junio,298,4,0,no
1386,50,profesor,casado,bachillerato,37,si,no,celular,15,abril,397,2,1,no
1387,25,administrador,soltero,universitario,53,si,no,celular,17,septiembre,113,4,1,no
1388,51,profesor,divorciado,bachillerato,47,si,no,telefono,17,noviembre,76,1,0,no
1389,50,administrador,casado,universitario,67,no,si,celular,1,junio,141,1,0,no
1390,37,informal,casado,técnico,70,si,no,chat,23,mayo,773,2,0,no
1391,21,profesor,soltero,bachillerato,41,no,no,telefono,5,junio,329,1,1,no
1392,52,informal,casado,bachillerato,61,si,no,chat,7,mayo,423,1,0,no
1393,55,pensionado,casado,primaria,51,no,no,celular,5,agosto,67,4,0,no
1394,26,empresario,soltero,bachillerato,2,si,si,chat,2,junio,626,1,0,no
1395,38,empresario,casado,universitario,3,no,no,celular,18,noviembre,578,2,0,si
1396,32,informal,casado,bachillerato,2,si,no,chat,9,mayo,61,1,0,no
1397,31,informal,casado,bachillerato,28,si,no,chat,23,mayo,248,4,0,no
1398,34,empresario,soltero,bachillerato,47,no,si,celular,29,enero,136,1,3,no
1399,33,empresario,soltero,universitario,53,no,no,celular,21,agosto,126,3,0,no
1400,35,empresario,casado,bachillerato,69,no,no,telefono,28,enero,653,3,0,no
1401,44,administrador,casado,técnico,14,si,no,telefono,14,mayo,7,7,0,no
1402,48,administrador,divorciado,universitario,59,si,no,celular,9,abril,528,1,0,no
1403,29,informal,casado,bachillerato,45,si,no,celular,13,mayo,785,1,0,no
1404,50,administrador,casado,universitario,46,no,no,celular,9,julio,243,5,0,no
1405,37,informal,casado,primaria,35,si,no,celular,13,mayo,24,2,1,no
1406,44,independiente,soltero,bachillerato,44,no,no,chat,19,junio,82,1,0,no
1407,36,desempleado,soltero,universitario,9,si,no,chat,11,junio,952,3,0,no
1408,49,informal,divorciado,técnico,9,si,no,celular,13,mayo,27,5,0,no
1409,31,informal,casado,bachillerato,11,si,no,chat,5,mayo,143,1,0,no
1410,49,empresario,divorciado,bachillerato,47,si,no,chat,12,mayo,274,6,0,no
1411,35,informal,soltero,bachillerato,12,si,no,celular,16,abril,1174,1,4,si
1412,57,independiente,divorciado,técnico,21,no,no,celular,20,noviembre,915,1,0,no
1413,42,informal,casado,primaria,4,si,no,celular,5,febrero,115,1,0,no
1414,36,informal,divorciado,bachillerato,2,si,no,chat,26,mayo,222,2,0,no
1415,75,pensionado,divorciado,primaria,59,no,no,celular,15,marzo,341,1,0,no
1416,38,informal,soltero,bachillerato,29,si,no,chat,21,mayo,112,2,0,no
1417,40,informal,casado,primaria,45,si,no,chat,6,mayo,64,2,0,no
1418,38,profesor,soltero,bachillerato,21,si,no,celular,13,mayo,937,3,0,si
1419,34,administrador,soltero,universitario,31,si,no,celular,10,julio,129,1,0,no
1420,29,empresario,soltero,universitario,31,si,no,celular,11,mayo,59,1,0,no
1421,28,independiente,casado,bachillerato,20,si,no,celular,29,enero,79,1,2,no
1422,79,pensionado,casado,bachillerato,41,no,no,telefono,9,julio,151,5,0,no
1423,51,independiente,divorciado,bachillerato,28,si,no,chat,19,mayo,83,1,0,no
1424,32,estudiante,soltero,universitario,43,no,no,celular,6,agosto,101,5,6,no
1425,36,administrador,casado,universitario,55,no,no,celular,5,agosto,157,3,2,si
1426,38,emprendedor,casado,bachillerato,43,no,si,celular,15,mayo,57,11,1,no
1427,49,independiente,casado,bachillerato,9,si,si,chat,13,mayo,176,3,0,no
1428,42,profesor,casado,bachillerato,15,si,no,celular,11,mayo,222,3,0,no
