edad;ocupación;est_civil;nivel_educativo;contrato_meses;Cred_hipotecario;Cred_personal;Medio_contacto;Dia;Mes;duracion_seg;cont_campaña_actual;campañas_previas;aceptacion_TC
38;empresario;soltero;universitario;6;si;no;celular;14;mayo;283;1;12;no
48;profesor;casado;bachillerato;36;si;no;telefono;20;abril;70;4;0;no
53;informal;casado;bachillerato;49;si;no;chat;5;mayo;611;2;0;no
44;independiente;divorciado;bachillerato;54;no;no;celular;9;febrero;132;3;0;no
57;administrador;casado;universitario;48;no;no;chat;18;junio;26;1;0;no
29;informal;soltero;bachillerato;40;si;no;celular;11;mayo;262;3;0;no
31;profesor;casado;bachillerato;16;si;no;chat;21;mayo;272;1;0;no
35;empresario;soltero;universitario;4;si;no;celular;28;diciembre;137;1;3;no
31;informal;casado;primaria;13;no;no;celular;30;marzo;95;1;0;no
35;independiente;casado;universitario;12;no;no;celular;19;noviembre;140;2;0;no
40;administrador;soltero;bachillerato;42;si;no;chat;16;mayo;71;11;0;no
39;informal;casado;bachillerato;13;si;no;celular;7;mayo;502;1;2;no
43;empresario;soltero;universitario;14;si;no;chat;3;junio;164;7;0;no
44;emprendedor;casado;primaria;51;si;si;chat;15;mayo;219;1;0;no
29;empresario;soltero;bachillerato;60;no;no;celular;12;febrero;328;2;4;si
40;empresario;casado;bachillerato;12;si;no;chat;14;mayo;224;2;0;no
33;emprendedor;casado;primaria;18;si;no;celular;18;noviembre;63;2;0;no
46;administrador;casado;universitario;46;no;no;celular;29;agosto;24;13;0;no
27;desconocido;soltero;universitario;17;no;no;telefono;28;enero;147;4;0;no
26;independiente;soltero;bachillerato;21;no;no;celular;30;julio;84;3;0;no
41;empresario;casado;bachillerato;30;si;no;celular;9;julio;175;1;0;no
34;empresario;casado;universitario;2;si;no;celular;21;agosto;12;21;0;no
39;empresario;soltero;universitario;10;no;si;celular;25;agosto;40;15;0;no
27;profesor;soltero;bachillerato;9;no;no;celular;18;julio;217;1;0;no
31;informal;casado;bachillerato;64;si;si;celular;23;julio;235;11;0;no
44;desempleado;soltero;bachillerato;40;no;no;celular;28;enero;255;1;0;no
55;pensionado;casado;universitario;37;no;si;celular;8;julio;256;1;0;no
51;informal;divorciado;primaria;43;no;no;telefono;30;julio;41;2;0;no
50;administrador;casado;universitario;69;no;si;chat;25;junio;75;1;0;no
30;profesor;casado;bachillerato;54;si;no;celular;5;febrero;192;4;0;no
46;empresario;casado;bachillerato;16;no;no;chat;28;mayo;796;1;0;si
49;independiente;casado;bachillerato;30;no;no;celular;25;agosto;220;3;0;no
56;pensionado;casado;bachillerato;51;si;si;celular;12;agosto;614;2;0;no
47;independiente;divorciado;bachillerato;6;no;no;celular;28;agosto;1126;4;0;si
30;independiente;casado;bachillerato;35;no;no;telefono;16;junio;161;2;0;no
36;emprendedor;soltero;bachillerato;9;no;no;celular;25;julio;141;3;0;no
40;administrador;casado;universitario;15;no;si;telefono;25;julio;697;1;0;no
37;empresario;soltero;bachillerato;49;no;no;chat;9;junio;223;2;0;no
42;independiente;divorciado;bachillerato;2;no;no;celular;30;enero;931;1;0;si
45;empresario;casado;bachillerato;41;si;no;celular;17;noviembre;483;1;1;no
34;desempleado;soltero;bachillerato;71;no;no;celular;17;noviembre;63;2;0;no
27;independiente;soltero;bachillerato;66;no;no;celular;11;julio;271;5;0;no
30;informal;casado;bachillerato;6;si;no;celular;15;mayo;144;5;0;no
32;empresario;casado;bachillerato;6;si;si;celular;8;agosto;79;3;0;no
46;amadiciembreasa;casado;primaria;26;si;no;telefono;21;julio;171;1;0;no
29;independiente;casado;universitario;16;si;no;celular;18;julio;73;4;0;no
53;desconocido;casado;técnico;51;no;no;telefono;28;enero;69;1;0;no
32;empresario;casado;bachillerato;32;no;no;celular;20;abril;60;1;4;no
49;desempleado;casado;bachillerato;13;si;no;chat;14;mayo;257;1;0;no
35;administrador;casado;universitario;52;no;no;celular;4;mayo;198;2;1;no
38;informal;casado;bachillerato;42;si;no;celular;13;abril;217;3;1;no
39;emprendedor;casado;primaria;42;si;si;celular;19;noviembre;134;1;0;no
34;empresario;soltero;bachillerato;41;si;no;celular;26;mayo;41;1;0;no
42;informal;casado;primaria;9;si;si;celular;19;noviembre;611;2;12;no
35;informal;soltero;técnico;51;si;no;chat;6;junio;216;3;0;no
60;independiente;casado;bachillerato;64;no;no;celular;6;agosto;388;8;0;no
57;empresario;divorciado;bachillerato;10;si;no;chat;5;mayo;242;1;0;no
31;informal;soltero;bachillerato;59;no;no;celular;7;julio;387;1;0;no
29;administrador;soltero;bachillerato;2;no;no;celular;7;octubre;90;1;0;no
41;profesor;casado;bachillerato;42;si;no;telefono;20;noviembre;281;2;0;no
46;informal;casado;primaria;68;si;no;celular;17;noviembre;332;1;0;no
33;empresario;casado;bachillerato;14;no;no;celular;4;mayo;218;1;0;si
32;informal;soltero;bachillerato;57;si;no;chat;21;mayo;650;2;0;no
54;administrador;divorciado;universitario;63;si;si;telefono;18;noviembre;1034;1;0;si
37;profesor;casado;bachillerato;13;si;no;celular;8;mayo;182;2;2;no
32;empresario;soltero;bachillerato;1;no;no;celular;25;mayo;156;1;0;no
43;administrador;casado;universitario;40;si;no;celular;6;agosto;171;3;0;no
50;informal;divorciado;bachillerato;23;si;no;telefono;19;noviembre;265;1;4;no
34;informal;casado;bachillerato;24;si;no;celular;20;abril;10;3;0;no
31;independiente;divorciado;bachillerato;50;no;no;celular;16;julio;350;1;0;no
43;independiente;casado;bachillerato;65;si;no;celular;17;noviembre;65;1;1;no
49;emprendedor;casado;bachillerato;34;no;no;celular;23;julio;58;1;0;no
22;estudiante;soltero;técnico;63;no;no;celular;3;julio;69;3;0;no
35;administrador;casado;universitario;49;no;si;celular;29;enero;127;2;0;no
56;independiente;casado;bachillerato;16;si;no;telefono;19;noviembre;154;2;0;no
53;informal;casado;bachillerato;46;no;no;telefono;31;julio;36;4;0;no
54;emprendedor;casado;universitario;19;no;si;celular;5;febrero;85;7;3;no
32;profesor;soltero;técnico;24;si;no;celular;14;mayo;362;1;13;no
41;independiente;casado;bachillerato;65;si;no;celular;11;mayo;49;1;0;no
40;informal;casado;bachillerato;52;si;no;celular;6;mayo;410;1;0;no
33;informal;casado;primaria;72;si;si;celular;8;mayo;253;3;0;no
33;administrador;soltero;universitario;42;no;no;celular;19;noviembre;570;1;0;no
34;informal;casado;bachillerato;15;si;no;celular;24;julio;633;7;0;no
36;profesor;casado;bachillerato;47;si;no;chat;6;junio;82;4;0;no
34;emprendedor;casado;universitario;63;si;si;celular;8;julio;164;1;0;no
55;administrador;casado;primaria;61;no;si;chat;9;junio;175;3;0;no
28;estudiante;soltero;universitario;30;no;no;celular;15;febrero;659;4;0;si
29;independiente;soltero;bachillerato;18;si;no;celular;17;abril;139;2;0;no
31;independiente;soltero;bachillerato;25;si;no;chat;4;julio;43;11;0;no
52;administrador;casado;universitario;69;si;no;celular;22;agosto;343;5;0;no
54;profesor;casado;técnico;25;no;si;celular;19;noviembre;74;1;1;no
43;informal;casado;primaria;36;si;no;chat;15;mayo;302;8;0;no
55;emprendedor;casado;bachillerato;57;no;no;celular;14;julio;455;13;0;no
28;informal;divorciado;técnico;36;si;no;chat;28;mayo;126;4;0;no
45;desempleado;divorciado;bachillerato;28;si;si;celular;18;noviembre;107;1;0;no
45;emprendedor;casado;primaria;47;si;no;chat;14;mayo;120;1;0;no
51;administrador;casado;universitario;54;si;no;celular;18;noviembre;727;4;0;no
42;empresario;soltero;bachillerato;38;si;no;chat;7;mayo;275;4;0;no
43;desconocido;soltero;técnico;18;no;no;telefono;28;enero;41;1;0;no
34;administrador;casado;universitario;27;no;no;celular;18;agosto;61;4;0;no
36;informal;casado;primaria;28;si;no;celular;15;mayo;232;2;5;no
37;informal;casado;bachillerato;3;si;no;celular;10;julio;214;1;0;no
50;informal;casado;bachillerato;45;si;no;telefono;11;mayo;21;1;0;no
42;administrador;divorciado;técnico;10;no;no;celular;16;febrero;138;2;0;si
34;informal;soltero;primaria;20;si;no;celular;18;mayo;173;1;2;no
48;administrador;casado;bachillerato;11;si;no;celular;16;abril;635;1;0;no
47;independiente;casado;bachillerato;47;si;si;celular;14;julio;77;2;0;no
40;administrador;casado;universitario;14;si;no;chat;12;junio;73;1;0;no
37;administrador;casado;universitario;37;no;no;celular;18;enero;540;2;3;no
38;informal;casado;primaria;30;si;no;chat;3;junio;179;2;0;no
29;empresario;soltero;universitario;24;si;no;celular;17;julio;119;1;0;no
46;informal;casado;primaria;31;si;no;telefono;20;noviembre;107;1;1;no
26;informal;casado;bachillerato;9;si;no;chat;19;mayo;48;2;0;no
30;profesor;soltero;universitario;24;si;no;chat;29;mayo;447;4;0;no
42;informal;casado;bachillerato;40;si;no;celular;17;julio;430;2;0;no
42;administrador;soltero;universitario;35;no;no;celular;7;agosto;64;2;0;no
31;independiente;soltero;bachillerato;40;si;no;chat;28;mayo;217;5;0;no
37;administrador;soltero;universitario;54;si;no;celular;7;mayo;77;1;0;no
26;informal;casado;bachillerato;48;si;no;chat;26;mayo;16;11;0;no
54;informal;casado;técnico;16;no;no;celular;4;agosto;753;2;0;no
70;pensionado;casado;bachillerato;34;no;no;celular;26;abril;125;2;1;no
29;independiente;soltero;bachillerato;32;si;si;chat;28;mayo;1210;1;0;no
50;profesor;casado;bachillerato;59;si;no;celular;9;julio;185;1;0;no
60;desempleado;divorciado;bachillerato;17;si;no;celular;4;febrero;80;1;0;no
32;empresario;soltero;bachillerato;51;no;no;celular;19;agosto;156;2;0;no
32;empresario;casado;bachillerato;40;no;si;celular;29;julio;403;3;0;no
34;independiente;soltero;universitario;15;si;no;celular;17;noviembre;145;2;0;no
48;profesor;soltero;primaria;3;si;no;celular;12;mayo;17;7;0;no
25;estudiante;casado;universitario;4;si;no;celular;9;julio;160;1;0;no
32;administrador;casado;bachillerato;24;si;si;celular;18;noviembre;486;2;2;no
32;informal;casado;primaria;39;si;no;celular;3;febrero;321;1;0;no
47;independiente;divorciado;bachillerato;12;si;no;chat;9;mayo;203;4;0;no
32;empresario;casado;técnico;12;no;no;celular;31;diciembre;646;3;2;no
49;administrador;soltero;universitario;6;si;no;celular;8;julio;97;3;0;si
53;profesor;casado;bachillerato;20;si;si;celular;16;abril;144;2;0;no
41;informal;soltero;técnico;15;no;no;chat;20;junio;30;6;0;no
47;administrador;divorciado;universitario;35;no;si;celular;15;julio;82;2;0;no
35;informal;casado;primaria;44;si;no;chat;13;mayo;326;4;0;no
33;administrador;soltero;bachillerato;56;no;no;celular;19;noviembre;414;3;0;no
49;informal;casado;primaria;53;si;no;celular;16;abril;285;5;0;no
46;administrador;divorciado;universitario;2;no;no;celular;11;agosto;716;3;0;si
29;administrador;divorciado;universitario;14;si;si;chat;28;mayo;449;4;0;no
58;independiente;casado;primaria;2;si;no;chat;17;junio;16;3;0;no
40;independiente;soltero;bachillerato;38;si;no;chat;2;junio;65;1;0;no
34;administrador;casado;universitario;9;si;no;celular;18;noviembre;138;1;0;no
60;pensionado;casado;primaria;13;no;no;celular;10;julio;121;3;0;no
43;administrador;casado;universitario;14;no;no;celular;27;mayo;140;2;0;no
50;informal;casado;primaria;18;si;no;celular;18;agosto;256;6;0;no
33;informal;casado;bachillerato;59;si;no;celular;31;julio;61;4;0;no
37;informal;casado;primaria;51;si;no;celular;14;julio;367;2;0;no
55;independiente;casado;bachillerato;49;si;no;telefono;14;mayo;9;5;12;no
45;informal;soltero;primaria;3;no;si;celular;15;julio;395;4;0;no
47;informal;casado;primaria;70;no;si;celular;21;noviembre;125;2;0;no
58;empresario;casado;bachillerato;17;no;no;chat;16;junio;580;3;0;no
36;profesor;casado;bachillerato;50;si;no;celular;7;abril;15;1;1;no
55;empresario;casado;bachillerato;57;si;no;chat;30;mayo;119;2;0;no
31;informal;casado;bachillerato;48;si;no;chat;20;mayo;26;2;0;no
38;empresario;casado;bachillerato;17;si;si;celular;17;noviembre;224;2;1;no
42;informal;casado;bachillerato;17;si;no;chat;29;mayo;285;1;0;no
32;administrador;divorciado;universitario;9;si;no;chat;8;mayo;399;4;0;no
39;informal;casado;bachillerato;63;no;no;celular;30;julio;88;3;0;no
41;empresario;casado;bachillerato;62;si;no;celular;6;agosto;185;4;0;no
59;informal;casado;primaria;27;no;no;celular;28;enero;98;1;6;no
42;desempleado;divorciado;bachillerato;68;no;no;celular;28;enero;97;1;3;no
33;informal;casado;bachillerato;12;si;no;celular;14;mayo;72;2;1;no
53;pensionado;casado;bachillerato;45;no;no;celular;6;mayo;109;1;2;no
43;informal;casado;primaria;45;si;no;chat;6;mayo;208;3;0;no
39;independiente;soltero;universitario;19;no;no;chat;18;junio;1029;1;0;si
27;emprendedor;soltero;bachillerato;7;si;si;celular;5;mayo;273;1;0;no
39;administrador;casado;universitario;53;si;no;chat;23;mayo;130;1;0;no
27;informal;soltero;bachillerato;13;no;no;celular;26;febrero;590;2;0;no
33;independiente;casado;bachillerato;11;si;no;celular;19;noviembre;107;2;0;no
29;profesor;divorciado;bachillerato;41;si;no;chat;12;mayo;88;2;0;no
33;administrador;divorciado;universitario;49;no;no;celular;13;agosto;305;2;0;no
41;emprendedor;casado;bachillerato;28;no;no;celular;19;noviembre;90;2;0;no
38;empresario;soltero;universitario;25;si;no;celular;17;abril;222;1;0;no
30;administrador;casado;universitario;54;si;no;celular;9;julio;127;1;0;no
58;desempleado;casado;universitario;4;no;no;telefono;28;enero;38;1;0;no
37;profesor;soltero;bachillerato;66;no;no;celular;14;mayo;380;3;0;no
36;independiente;divorciado;bachillerato;62;si;no;celular;7;abril;244;3;1;no
45;informal;casado;primaria;15;si;no;celular;28;agosto;189;17;0;no
23;empresario;soltero;bachillerato;53;si;no;chat;4;junio;217;2;0;no
53;informal;casado;primaria;27;no;no;celular;28;julio;388;3;1;si
44;informal;casado;primaria;7;si;no;chat;20;junio;22;3;0;no
32;empresario;soltero;bachillerato;56;no;no;celular;13;agosto;289;2;0;no
32;administrador;casado;universitario;24;si;no;celular;21;julio;221;8;0;no
38;independiente;casado;universitario;32;si;si;celular;31;julio;129;2;0;no
47;informal;casado;primaria;4;si;no;celular;4;febrero;147;2;4;no
34;profesor;soltero;bachillerato;5;si;no;chat;23;mayo;299;1;0;no
52;profesor;casado;bachillerato;60;si;no;chat;15;mayo;543;12;0;no
45;independiente;soltero;bachillerato;30;si;no;celular;5;mayo;247;1;0;no
50;informal;casado;primaria;70;si;no;chat;8;mayo;166;2;0;no
52;informal;divorciado;primaria;37;si;no;chat;15;mayo;755;1;0;si
37;informal;casado;bachillerato;24;no;no;chat;27;mayo;336;2;0;no
51;informal;casado;bachillerato;30;si;no;chat;29;mayo;619;1;0;no
32;administrador;casado;universitario;22;si;no;celular;5;mayo;159;2;2;no
33;informal;casado;bachillerato;12;si;si;chat;23;mayo;29;3;0;no
28;desempleado;casado;bachillerato;56;si;no;chat;4;junio;606;2;0;no
66;administrador;casado;universitario;53;si;no;celular;23;junio;971;2;0;no
31;profesor;soltero;bachillerato;18;si;no;chat;28;mayo;231;2;0;no
35;informal;casado;primaria;9;si;no;chat;7;mayo;163;1;0;no
47;profesor;soltero;técnico;52;no;no;celular;19;octubre;385;2;0;si
36;independiente;soltero;bachillerato;37;no;no;telefono;24;julio;119;2;0;no
32;empresario;soltero;universitario;8;no;si;celular;29;enero;348;1;0;no
34;informal;casado;primaria;34;si;no;chat;31;marzo;30;1;0;no
40;independiente;casado;bachillerato;3;si;no;celular;7;mayo;249;2;1;no
33;independiente;casado;universitario;55;no;no;celular;4;mayo;119;2;0;no
39;informal;casado;bachillerato;13;si;no;celular;8;mayo;177;1;0;no
38;independiente;casado;bachillerato;43;si;no;chat;28;mayo;110;5;0;no
32;empresario;soltero;bachillerato;42;no;no;celular;18;agosto;594;4;0;si
65;desconocido;casado;técnico;52;no;no;celular;12;enero;105;1;0;no
34;desempleado;soltero;universitario;43;no;no;celular;12;agosto;123;1;0;no
34;independiente;soltero;primaria;10;si;si;celular;6;mayo;172;4;0;no
42;informal;soltero;primaria;64;si;si;celular;8;julio;178;1;0;no
31;profesor;casado;bachillerato;38;si;si;celular;6;abril;230;1;0;no
47;empresario;casado;bachillerato;62;si;no;chat;20;junio;89;3;0;no
44;empresario;divorciado;bachillerato;54;si;no;chat;15;mayo;118;4;0;no
38;amadiciembreasa;casado;bachillerato;19;si;no;celular;28;julio;143;2;0;no
28;administrador;soltero;universitario;25;si;no;chat;19;mayo;7;1;0;no
46;independiente;soltero;bachillerato;30;si;no;chat;13;mayo;104;2;0;no
51;informal;divorciado;primaria;41;no;si;chat;2;julio;220;2;0;no
42;administrador;divorciado;universitario;64;no;no;chat;20;junio;85;2;0;no
37;empresario;soltero;bachillerato;63;no;no;celular;16;febrero;91;3;0;si
58;desempleado;casado;universitario;56;si;no;celular;5;febrero;19;8;0;no
43;independiente;casado;bachillerato;68;no;no;celular;19;agosto;574;1;3;si
36;administrador;soltero;universitario;3;si;no;celular;7;mayo;49;1;0;no
34;informal;casado;bachillerato;34;si;si;celular;2;febrero;171;2;2;no
31;administrador;soltero;universitario;15;no;no;celular;2;febrero;258;1;1;si
49;empresario;casado;técnico;32;si;no;celular;18;noviembre;41;2;0;no
54;administrador;casado;universitario;61;si;no;celular;20;noviembre;83;1;0;no
29;desempleado;soltero;bachillerato;39;no;no;telefono;30;abril;95;1;0;no
51;pensionado;divorciado;bachillerato;55;si;no;chat;30;mayo;78;2;0;no
40;desempleado;divorciado;bachillerato;2;si;no;celular;2;febrero;134;1;7;no
35;administrador;soltero;universitario;22;si;no;celular;22;marzo;215;1;0;si
25;estudiante;soltero;bachillerato;43;no;no;celular;26;mayo;226;2;0;si
32;informal;soltero;bachillerato;5;si;no;celular;17;julio;1275;1;0;si
30;independiente;casado;bachillerato;50;no;si;chat;17;julio;66;1;5;no
38;administrador;casado;universitario;67;si;no;celular;7;julio;196;3;0;no
46;independiente;casado;bachillerato;55;si;no;celular;27;marzo;229;2;0;si
43;desempleado;casado;primaria;59;si;si;chat;15;mayo;241;2;0;no
32;empresario;soltero;universitario;59;no;no;celular;20;noviembre;354;2;0;no
29;informal;soltero;bachillerato;59;si;no;celular;11;mayo;471;3;0;no
56;informal;casado;bachillerato;19;no;si;celular;30;enero;90;2;1;no
57;empresario;casado;primaria;51;no;no;chat;5;junio;58;8;0;no
38;independiente;casado;bachillerato;14;si;no;chat;21;mayo;379;2;0;no
51;empresario;casado;primaria;4;no;no;chat;20;junio;12;5;0;no
35;independiente;soltero;universitario;20;no;si;celular;30;abril;67;1;0;no
37;informal;casado;primaria;71;no;no;chat;18;junio;165;7;0;no
48;administrador;casado;bachillerato;37;si;no;celular;8;abril;1032;3;7;si
30;informal;soltero;bachillerato;7;si;no;chat;23;mayo;84;3;0;no
60;pensionado;casado;bachillerato;48;no;no;celular;18;agosto;393;4;0;no
56;administrador;casado;bachillerato;45;si;no;celular;19;noviembre;808;1;0;no
45;informal;casado;primaria;19;si;no;chat;7;mayo;923;3;0;no
38;empresario;divorciado;bachillerato;6;no;no;celular;11;agosto;63;6;0;no
20;estudiante;soltero;bachillerato;35;no;no;celular;12;febrero;274;1;0;no
59;pensionado;casado;primaria;26;si;no;celular;27;agosto;84;4;0;no
34;empresario;casado;universitario;18;no;no;celular;20;agosto;78;3;0;si
